  time (s)              T(t) (K)              P(t) (Pa)           Kinetic En. (n.u.)     Potential En. (n.u.) Total En. (n.u.)
  0.0000e+00           99.82734972            0.00000000        2276.22796794       -21170.98768225       -18894.75971430 
  5.0000e-15           99.44999571            0.00000000        2267.62367499       -21153.06459521       -18885.44092022 
  1.0000e-14           98.82510334            0.00000000        2253.37509984       -21123.21728082       -18869.84218098 
  1.5000e-14           97.95895358            0.00000000        2233.62545906       -21081.53023755       -18847.90477848 
  2.0000e-14           96.86087983            0.00000000        2208.58756913       -21028.13590476       -18819.54833564 
  2.5000e-14           95.54356480            0.00000000        2178.55061731       -20963.22126361       -18784.67064630 
  3.0000e-14           94.02337309            0.00000000        2143.88774275       -20887.03516031       -18743.14741756 
  3.5000e-14           92.32067853            0.00000000        2105.06350295       -20799.89531274       -18694.83180979 
  4.0000e-14           90.46013288            0.00000000        2062.63999822       -20702.19360457       -18639.55360635 
  4.5000e-14           88.47080924            0.00000000        2017.28014307       -20594.39791514       -18577.11777207 
  5.0000e-14           86.38614592            0.00000000        1969.74638644       -20477.04845449       -18507.30206806 
  5.5000e-14           84.24361684            0.00000000        1920.89319512       -20350.74647782       -18429.85328270 
  6.0000e-14           82.08406886            0.00000000        1871.65194489       -20216.13346991       -18344.48152502 
  6.5000e-14           79.95069874            0.00000000        1823.00759287       -20073.85951769       -18250.85192482 
  7.0000e-14           77.88769139            0.00000000        1775.96762803       -19924.54064779       -18148.57301976 
  7.5000e-14           75.93860163            0.00000000        1731.52517170       -19768.70628538       -18037.18111367 
  8.0000e-14           74.14462086            0.00000000        1690.61945588       -19606.73944916       -17916.11999329 
  8.5000e-14           72.54291536            0.00000000        1654.09793277       -19438.81355280       -17784.71562003 
  9.0000e-14           71.16524450            0.00000000        1622.68476860       -19264.83056361       -17642.14579501 
  9.5000e-14           70.03706974            0.00000000        1596.96052604       -19084.36589410       -17487.40536806 
  1.0000e-13           69.17736787            0.00000000        1577.35790763       -18896.62631897       -17319.26841134 
  1.0500e-13           68.59940676            0.00000000        1564.17944275       -18700.42957225       -17136.25012950 
  1.1000e-13           68.31289684            0.00000000        1557.64654460       -18494.22023257       -16936.57368797 
